cora
56.71 1.61
52.5 1.48
70.64 3.16
citeseer
68.32 43.73 44.23 64.32
68.83 43.41 44.58 64.53
68.17 42.64 43.78 63.08
69.28 44.35 45.44 65.25
68.77 42.23 42.69 60.95
70.93 45.24 45.81 61.88
69.49 42.89 44.94 64.76
69.19 44.06 45.27 64.86
68.23 43.15 44.09 64.15
67.99 42.49 43.61 63.12
gnnlayers: 4, lr: 5e-05, dims: [500], lamda: 0.001
68.92 0.83
43.42 0.89
44.44 0.9
63.69 1.33
68.29 43.68 44.17 64.29
68.89 43.43 44.64 64.58
68.17 42.64 43.78 63.08
69.37 44.49 45.6 65.32
68.77 42.23 42.69 60.95
70.93 45.24 45.81 61.88
69.49 42.89 44.94 64.76
69.19 44.06 45.27 64.86
68.2 43.11 44.03 64.12
68.02 42.53 43.65 63.15
gnnlayers: 4, lr: 5e-05, dims: [500], lamda: 0.01
68.93 0.83
43.43 0.9
44.46 0.93
63.7 1.34
